Date,Month,Year,Flow,NH3,NO2,NO3,TKN,OrgN,TP,Temp,pH,TSS,TDS
28-Jan-03,1,2003,13.07,1.1,,,,,,15,7.3,9.8,
3-Feb-03,2,2003,13.12,3.3,0.22,15.5,,3.2,3.1,12.5,7.1,4.3,
4-Feb-03,2,2003,14.86,3.6,,,,,,13,7.2,10.9,
5-Feb-03,2,2003,15.66,4.5,,,,,,13,7.4,11,
11-Feb-03,2,2003,7.74,0.5,0.03,20.2,,2.6,,11.5,7.2,10.6,
12-Feb-03,2,2003,6.72,0.5,,,,,,11.5,7.2,9.9,
13-Feb-03,2,2003,7.52,0.4,,,,,,12.5,7.2,10,
19-Feb-03,2,2003,7.28,6.6,0.27,15.3,,3.9,,13,7.3,6.9,
20-Feb-03,2,2003,13.08,8.6,,,,,,12,6.7,8.5,
21-Feb-03,2,2003,20.47,7.6,,,,,,12.5,7.4,10.6,
25-Feb-03,2,2003,16.44,6.6,0.45,14.1,,2.6,,13.5,7.2,9.1,
26-Feb-03,2,2003,20.54,7.8,,,,,,14,7.3,9.4,
27-Feb-03,2,2003,20.08,7.4,,,,,,13,7.2,10.2,
2-Mar-03,3,2003,19.64,5.9,0.38,14.1,,3.9,3.4,14,7.4,9.8,
3-Mar-03,3,2003,15.41,6.6,,,,,,13,6.7,9.6,
4-Mar-03,3,2003,19.11,6.1,,,,,,13,7.3,11.3,
10-Mar-03,3,2003,12.91,3.4,0.47,16.1,,3.4,,14.5,7.1,10.5,
11-Mar-03,3,2003,10.07,2.8,,,,,,16,6.7,9.7,
12-Mar-03,3,2003,12.78,2.6,,,,,,17,6.8,10.8,
18-Mar-03,3,2003,17.54,4.9,0.66,14.7,,3.2,,13.5,7.1,9.5,
19-Mar-03,3,2003,19.8,3.7,,,,,,14.5,7.3,10.7,
20-Mar-03,3,2003,20.97,3.3,,,,,,15,7.1,10.5,
26-Mar-03,3,2003,17.54,1.7,0.32,17.7,,3.7,,17,7.2,7.9,
27-Mar-03,3,2003,12.57,0.7,,,,,,15.5,6.4,5.3,
28-Mar-03,3,2003,14.63,0.6,,,,,,15.5,7,9.8,
2-Apr-03,4,2003,12.73,0.5,0.04,19.3,,4.2,3.4,15.5,7.2,9.4,
3-Apr-03,4,2003,12.5,0.4,,,,,,14.5,7.2,10.8,
4-Apr-03,4,2003,12.14,0.3,,,,,,15,7.2,7.2,
8-Apr-03,4,2003,12.82,0.2,0.01,17.7,,3.8,,15.5,7.2,10.5,
9-Apr-03,4,2003,6.93,0.1,,,,,,16,6.8,8.3,
10-Apr-03,4,2003,12.44,0.1,,,,,,17,7,9,
14-Apr-03,4,2003,12.75,0.5,0.01,16.4,,3.2,,15,7.1,14.3,
15-Apr-03,4,2003,12.5,0.3,,,,,,13,7.1,9.7,
16-Apr-03,4,2003,6.68,0.3,,,,,,14,6.7,8.1,
21-Apr-03,4,2003,12,0.3,0.01,14.9,,3.3,,15.5,7,10.9,
22-Apr-03,4,2003,12.17,0.3,,,,,,15.5,7.3,12.7,
23-Apr-03,4,2003,12.61,0.3,,,,,,15.5,7,11.6,
27-Apr-03,4,2003,12.63,0.4,0.01,15.9,,3.3,,15.5,7.1,11.1,
28-Apr-03,4,2003,12.98,0.4,,,,,,16,7.1,10.4,
29-Apr-03,4,2003,12.64,0.4,,,,,,16,7,10.6,
4-May-03,5,2003,13.99,0.9,0.1,14.3,,3.2,3.2,16,7.3,11.9,
5-May-03,5,2003,8.86,0.5,,,,,,16.5,7.1,9.1,
6-May-03,5,2003,15.07,0.6,,,,,,15,7.1,12.9,
12-May-03,5,2003,10.95,0.1,0.01,11.5,,2.6,,17,7.2,10.1,
13-May-03,5,2003,12.39,0.1,,,,,,17,7.3,8.1,
14-May-03,5,2003,10.7,0.1,,,,,,18.5,7.4,10.7,
20-May-03,5,2003,8.99,0.1,0.01,8,,2.4,,21.5,7.1,6.8,
21-May-03,5,2003,16.56,0.1,,,,,,19.5,7.2,8.8,
22-May-03,5,2003,8.52,0.1,,,,,,21.5,7,9.7,
28-May-03,5,2003,12.35,0.1,0.01,6,,3.3,,23,7,7.8,
29-May-03,5,2003,8.91,0.1,,,,,,22,7.1,4.8,
30-May-03,5,2003,13.33,0.1,,,,,,20,7,7.6,
4-Jun-03,6,2003,10.38,0.1,0.01,6,,3.3,4.2,22,7,8.1,
5-Jun-03,6,2003,10.78,0.1,,,,,,20.5,7.3,7.2,
6-Jun-03,6,2003,11.85,0.1,,,,,,21,6.9,7.2,
10-Jun-03,6,2003,7.74,0.1,0.01,7.2,,2.9,,19,7.1,4.9,
11-Jun-03,6,2003,10.9,0.1,,,,,,20.5,7,10.4,
12-Jun-03,6,2003,10.71,0.1,,,,,,20,6.7,10.1,
16-Jun-03,6,2003,5.67,0.1,0.01,7.4,,3.8,,20,7.2,6,
17-Jun-03,6,2003,5.15,0.1,,,,,,19.5,7,8,
18-Jun-03,6,2003,6.01,0.1,,,,,,20.5,6.8,6.6,
22-Jun-03,6,2003,6.08,0.1,0.01,6.4,,3.9,,19.5,7.2,7.9,
23-Jun-03,6,2003,5.87,0.1,,,,,,20,7,6.3,
24-Jun-03,6,2003,5.03,0.2,,,,,,19,7.1,8.6,
26-Jun-03,6,2003,3.16,0.1,,,,,,,,3.1,
1-Jul-03,7,2003,9.08,0.1,0.01,6.4,,3.4,4,23,7.2,13.7,
2-Jul-03,7,2003,10.01,0.1,,,,,,23,7.1,8.4,
3-Jul-03,7,2003,8.51,0.1,,,,,,20.5,7,7.7,
8-Jul-03,7,2003,8.07,0.1,0.01,7.3,,3.4,,20.5,7.1,7.3,
9-Jul-03,7,2003,10.29,0.1,,,,,,19.5,6.9,9.8,
10-Jul-03,7,2003,9.19,0.1,,,,,,20.5,6.9,10,
14-Jul-03,7,2003,9.58,0.1,0.01,6.7,,3.1,,22,7,8.3,
15-Jul-03,7,2003,9.74,0.1,,,,,,23.5,7,8,
16-Jul-03,7,2003,9.71,0.1,,,,,,22.5,6.7,7.3,
20-Jul-03,7,2003,10.7,0.1,0.01,7.2,,3.5,,23,7.2,8.5,
21-Jul-03,7,2003,11.2,0.1,,,,,,24,7.2,7.5,
22-Jul-03,7,2003,9.66,0.1,,,,,,25,6.9,6.9,
28-Jul-03,7,2003,11.49,0.1,0.01,7.7,,2.2,,23,7,8.1,
29-Jul-03,7,2003,12.26,0.1,,,,,,19,7.1,7.9,
30-Jul-03,7,2003,7.86,0.1,,,,,,22,6.9,6,
6-Aug-03,8,2003,10.11,0.4,0.01,8.8,,2.3,4.7,22.5,7,8.5,
7-Aug-03,8,2003,11.79,0.1,,,,,,21.5,6.9,8.9,
8-Aug-03,8,2003,9.31,0.1,,,,,,21.5,6.9,8.6,
12-Aug-03,8,2003,9.47,0.1,0.01,8.4,,2.2,,21.5,6.9,7.4,
13-Aug-03,8,2003,9.11,0.1,,,,,,21.5,7,8.7,
14-Aug-03,8,2003,11.7,0.1,,,,,,21,6.9,8.8,
18-Aug-03,8,2003,10.46,0.1,0.01,7.7,,2,,22,7,8.8,
19-Aug-03,8,2003,9.42,0.1,,,,,,21,6.9,9,
20-Aug-03,8,2003,9,0.1,,,,,,20,6.8,6.4,
24-Aug-03,8,2003,11.12,0.1,0.01,7.4,,3.4,,22,6.9,10.5,
25-Aug-03,8,2003,11.8,0.1,,,,,,23.5,6.8,9.5,
26-Aug-03,8,2003,11.11,0.1,,,,,,22.5,6.9,9.7,
3-Sep-03,9,2003,8.47,0.1,0.01,8.2,,2.9,4.9,21,7,10.9,
4-Sep-03,9,2003,9.67,0.1,,,,,,21.5,7,9.2,
5-Sep-03,9,2003,11.47,0.1,,,,,,21.5,7.1,8.6,
9-Sep-03,9,2003,9.63,0.2,0.01,8.9,,3.1,,20,7.1,11.4,
10-Sep-03,9,2003,11.91,0.1,,,,,,20.5,7.1,8.1,
11-Sep-03,9,2003,7.08,0.1,,,,,,20.5,6.7,8.1,
15-Sep-03,9,2003,7.85,0.1,0.07,10.1,,3.5,,22,6.8,8.9,
16-Sep-03,9,2003,9.53,0.1,,,,,,21,7.1,8.7,
17-Sep-03,9,2003,7.71,0.1,,,,,,19.5,7,9.6,
21-Sep-03,9,2003,9.38,0.1,0.01,10.2,,3.7,,22,7,7.5,
22-Sep-03,9,2003,8.67,0.1,,,,,,24,6.8,9,
23-Sep-03,9,2003,6.46,0.1,,,,,,24,6.8,5.7,
26-Sep-03,9,2003,7.35,0.1,,,,,,20,7,6.4,
1-Oct-03,10,2003,10.01,0.1,0.01,10.4,,2.5,4.7,19.5,7,7.5,
2-Oct-03,10,2003,8.39,0.1,,,,,,20,6.8,8.5,
3-Oct-03,10,2003,10.35,0.1,,,,,,20.1,7.1,7,
7-Oct-03,10,2003,11.14,0.1,0.01,8.9,,3.2,,19.5,7.1,7.5,
8-Oct-03,10,2003,9.8,0.1,,,,,,18.5,6.8,8.8,
9-Oct-03,10,2003,11.09,0.1,,,,,,19,7.2,6.8,
13-Oct-03,10,2003,12.08,0.1,0.01,7,,1.6,,18,7.1,9.9,
14-Oct-03,10,2003,8.7,0.1,,,,,,18.5,6.8,8.9,
15-Oct-03,10,2003,11.21,0.1,,,,,,18.5,7.4,9.1,
19-Oct-03,10,2003,12.49,0.1,0.01,5.8,,2.7,,18,7.2,9.2,
20-Oct-03,10,2003,9.5,0.1,,,,,,19,6.9,10.3,
21-Oct-03,10,2003,10.09,0.1,,,,,,19.5,7.1,6.9,
27-Oct-03,10,2003,10.37,0.1,0.01,7.1,,3.1,,19,6.8,9.1,
28-Oct-03,10,2003,9.25,0.1,,,,,,18.5,7,3.3,
29-Oct-03,10,2003,6.07,0.1,,,,,,19,6.7,6.5,
4-Nov-03,11,2003,13.92,0.4,0.01,7.7,,3.1,3.9,14.5,7.2,10.3,
5-Nov-03,11,2003,10.04,0.5,,,,,,14.5,6.9,11.2,
6-Nov-03,11,2003,12.8,0.4,,,,,,14.5,7.2,12.7,
12-Nov-03,11,2003,15.3,0.2,0.01,10.1,,3.7,,15.5,7.2,10.2,
13-Nov-03,11,2003,11.69,0.2,,,,,,15.5,7,11.2,
14-Nov-03,11,2003,15.72,0.3,,,,,,15,7.1,9.6,
17-Nov-03,11,2003,13.81,0.3,0.01,8.9,,1,,15.5,7.4,9.8,
18-Nov-03,11,2003,11.14,0.3,,,,,,15,6.7,8.4,
21-Nov-03,11,2003,2.55,0.7,,,,,,,,6,
23-Nov-03,11,2003,15.51,1.2,0.04,10.4,,2.2,,11,7.4,15.2,
24-Nov-03,11,2003,14.55,1.2,,,,,,11.5,7.2,16,
25-Nov-03,11,2003,17.31,2.8,,,,,,12,7.3,14.2,
3-Dec-03,12,2003,20.13,1.1,0.11,11.2,,3.5,3.3,15.5,7.2,14.7,
4-Dec-03,12,2003,20.67,1.5,,,,,,13.5,7.1,14.5,
5-Dec-03,12,2003,19.82,1.4,,,,,,13.5,7.3,13.3,
9-Dec-03,12,2003,12.41,3,0.13,8.9,,0.9,,12.5,7,7.7,
10-Dec-03,12,2003,16.64,2.7,,,,,,12,7.2,13.4,
11-Dec-03,12,2003,18.34,2.9,,,,,,12.5,7.2,14.4,
15-Dec-03,12,2003,18.48,1.6,0.23,12.7,,2.8,,13.5,7.1,11.8,
16-Dec-03,12,2003,10.89,1.9,,,,,,11,6.8,12.1,
17-Dec-03,12,2003,17.37,2.9,,,,,,10,7.1,13.1,
21-Dec-03,12,2003,16.72,1.9,0.38,10.1,,2.1,,13.5,7.1,12.5,
22-Dec-03,12,2003,16.29,1.6,,,,,,13,7.1,11.6,
25-Dec-03,12,2003,0.35,3.9,,,,,,,,10.9,
29-Dec-03,12,2003,16.36,3.5,0.37,10.9,,1.9,,10.5,7.4,10.5,
30-Dec-03,12,2003,14.78,3.3,,,,,,10.5,7.2,11.4,
31-Dec-03,12,2003,18.33,2.7,,,,,,10,7.2,11,
7-Jan-04,1,2004,18.32,2.2,0.52,16.2,,2.3,3.1,10,7.2,9.8,
8-Jan-04,1,2004,17.36,1.9,,,,,,12,7.1,10.3,
9-Jan-04,1,2004,18.11,1.8,,,,,,12.5,7.3,11.1,
13-Jan-04,1,2004,18.09,1.7,0.34,17.5,,2.7,,12,7.3,8,
14-Jan-04,1,2004,17.1,2.3,,,,,,12,7.7,8.2,
15-Jan-04,1,2004,16.43,3.4,,,,,,13,7.2,6.6,
19-Jan-04,1,2004,17.53,3.4,0.42,16.6,,3.1,,12,7.1,7,
20-Jan-04,1,2004,16.46,3.8,,,,,,13,7.2,9.1,
21-Jan-04,1,2004,17.54,5,,,,,,12,7.1,7.5,
25-Jan-04,1,2004,9.12,3.2,0.43,16.4,,3.5,,12,7.8,7.7,
26-Jan-04,1,2004,9.31,3.7,,,,,,11.5,7.3,7.7,
27-Jan-04,1,2004,9.31,3.7,,,,,,12,7.1,7.7,
3-Feb-04,2,2004,17.29,1.5,0.23,20.3,,3.3,3.9,12.7,7,7.7,
4-Feb-04,2,2004,16.83,1.8,,,,,,15,7.4,11.2,
5-Feb-04,2,2004,17.55,1.5,,,,,,12,7.4,12,
10-Feb-04,2,2004,13.87,1.7,0.19,16.6,,3.2,,14,7.3,11.6,
11-Feb-04,2,2004,16.81,1.3,,,,,,13.5,7.1,12.4,
12-Feb-04,2,2004,15.5,1.2,,,,,,13.5,7,13,
18-Feb-04,2,2004,13.04,1.8,0.24,16.8,,3.1,,14,7.1,17.7,
19-Feb-04,2,2004,17.31,1.3,,,,,,13.5,7.1,18.6,
20-Feb-04,2,2004,9.6,2.3,,,,,,13.5,7.2,15.3,
24-Feb-04,2,2004,13.85,1.1,0.12,16.7,,3.6,,13.5,7.3,18,
25-Feb-04,2,2004,12.08,2.6,,,,,,14.3,7.1,11.8,
26-Feb-04,2,2004,12.69,1.6,,,,,,13.5,7.2,10,
3-Mar-04,3,2004,15.69,2.9,0.28,14.2,,3.9,3.9,14,7.3,19.6,
4-Mar-04,3,2004,16.35,3.2,,,,,,13.5,7.3,17.1,
5-Mar-04,3,2004,17.35,1.4,,,,,,13.5,7.4,14.1,
9-Mar-04,3,2004,11.24,2.6,0.23,10.5,,4.2,,17.5,6.8,9.7,
10-Mar-04,3,2004,17.57,2.3,,,,,,19,7.3,9.2,
11-Mar-04,3,2004,15.31,2.7,,,,,,19.5,7.2,11,
15-Mar-04,3,2004,17.04,2,0.28,,,4.7,,21,6.7,10.4,
16-Mar-04,3,2004,9.28,1,,10.5,,,,20.5,7.2,6.2,
17-Mar-04,3,2004,14.08,0.5,,,,,,21,7.1,7.6,
21-Mar-04,3,2004,15.05,0.3,0.16,8.4,,6.1,,20,7.3,12.6,
22-Mar-04,3,2004,16.39,0.2,,,,,,19.5,7.2,10,
23-Mar-04,3,2004,10.96,0.1,,,,,,19.5,7,13.6,
29-Mar-04,3,2004,11.01,0.3,0.01,6.8,,6.2,,20,7.2,11.9,
30-Mar-04,3,2004,16.71,0.1,,,,,,17.5,7.3,10.3,
31-Mar-04,3,2004,10.84,0.1,,,,,,16.5,7,10.5,
7-Apr-04,4,2004,12.92,0.2,0.01,6.9,,6.3,4,16.5,7.3,12.5,
8-Apr-04,4,2004,10.68,0.2,,,,,,17,7.4,2.6,
9-Apr-04,4,2004,7.12,0.2,,,,,,17.5,6.8,8,
13-Apr-04,4,2004,9.12,0.1,0.01,5.8,,5.8,,17.5,6.7,12,
14-Apr-04,4,2004,11.88,0.3,,,,,,17.5,7.3,12.1,
15-Apr-04,4,2004,7.74,0.4,,,,,,17.5,6.8,12.1,
19-Apr-04,4,2004,5.89,0.2,0.01,6,,5.8,,15,7.1,12.3,
20-Apr-04,4,2004,6.98,0.2,,,,,,17.5,7.3,13.4,
21-Apr-04,4,2004,7.16,0.3,,,,,,18,7.2,10.7,
25-Apr-04,4,2004,7.91,0.6,0.02,6,,5.8,,22.5,7.3,11.6,
26-Apr-04,4,2004,6.98,0.4,,,,,,22,7.2,11.9,
27-Apr-04,4,2004,7.57,0.3,,,,,,24.5,7.2,11.5,
5-May-04,5,2004,8.21,0.2,0.02,4.3,,6.3,3.9,21.5,6.7,9.9,
6-May-04,5,2004,8.36,0.2,,,,,,21.5,6.7,8.1,
7-May-04,5,2004,13.66,0.3,,,,,,21.5,7.1,10.3,
11-May-04,5,2004,11.54,0.2,0.02,5.5,,5.8,,18.5,7.1,7.8,
12-May-04,5,2004,12.68,0.2,,,,,,19.5,7.1,11.7,
13-May-04,5,2004,9.63,0.4,,,,,,,,7,
17-May-04,5,2004,14.95,0.2,0.02,5.6,,6.7,,19.5,7.1,10.6,
18-May-04,5,2004,10.13,0.2,,,,,,20.5,6.9,10.9,
19-May-04,5,2004,11.62,0.3,,,,,,20,7.2,8.8,
23-May-04,5,2004,14.53,0.3,0.06,7.4,,6.5,,19,7.4,9.6,
24-May-04,5,2004,4.66,0.3,,7.4,,,,19,6.8,8,
25-May-04,5,2004,7.84,0.2,,,,,,19.5,7.1,7.1,
2-Jun-04,6,2004,13.36,0.2,0.01,4.7,,4.6,4.4,22,7.2,10.5,
3-Jun-04,6,2004,12.07,0.2,,,,,,22.5,7,6.4,
4-Jun-04,6,2004,11.56,0.2,,,,,,22.5,7.1,8.4,
8-Jun-04,6,2004,12.59,0.3,0.01,6,,4.4,,19,7.3,9,
9-Jun-04,6,2004,13.72,0.2,,,,,,19,7.2,10.2,
10-Jun-04,6,2004,11.31,0.2,,,,,,20,6.9,10.1,
14-Jun-04,6,2004,7.43,0.1,0.01,5.3,,5.5,,22,7.1,9.8,
15-Jun-04,6,2004,8.12,0.2,,,,,,22.5,6.7,2,
16-Jun-04,6,2004,8.36,0.1,,,,,,24.5,6.8,8.6,
20-Jun-04,6,2004,10.06,0.2,0.01,5.9,,5.9,,21.5,7.3,9.4,
21-Jun-04,6,2004,10.52,0.2,,,,,,20,7.4,9.4,
22-Jun-04,6,2004,9.13,0.2,,,,,,19.5,7.2,7.8,
28-Jun-04,6,2004,7.59,0.3,0.01,6.1,,5.9,,22.5,6.9,9.9,
29-Jun-04,6,2004,8.01,0.8,,,,,,23,6.5,6.2,
30-Jun-04,6,2004,8.02,0.2,,,,,,23,7.3,8.5,
7-Jul-04,7,2004,8.73,0.1,0.01,5.4,5.8,,3.9,21,7.2,9,
8-Jul-04,7,2004,7.15,0.1,,,,,,24.5,6.6,9,
9-Jul-04,7,2004,5.79,0.1,,,,,,23,7,12,
13-Jul-04,7,2004,7.41,0.1,0.01,5.6,5.6,,,23,7.2,5.1,
14-Jul-04,7,2004,7.33,0.1,,,,,,23.5,7.1,8.3,
15-Jul-04,7,2004,7.9,0.1,,,,,,22,6.7,7.6,
19-Jul-04,7,2004,8.65,0.1,0.01,5.2,5.3,,,24,7.2,9.1,
20-Jul-04,7,2004,7.58,0.1,,,,,,24.5,7.1,10.1,
21-Jul-04,7,2004,9.38,0.1,,,,,,23,7.2,8.5,
25-Jul-04,7,2004,7.68,0.1,0.01,6.3,5.1,,,24.5,7.2,7.1,
26-Jul-04,7,2004,7.87,0.3,,,,,,24,6.9,9.7,
27-Jul-04,7,2004,9.85,0.1,,,,,,24,7.2,9.3,
4-Aug-04,8,2004,9.71,0.1,0.01,6.3,5.9,,4.6,21.5,7.2,13.5,
5-Aug-04,8,2004,7.96,0.1,,,,,,22.5,6.8,6.4,
6-Aug-04,8,2004,8.46,0.1,,,,,,22,7.2,8.2,
10-Aug-04,8,2004,6.53,0.1,0.01,6.3,6.1,,,24,7.1,11,
11-Aug-04,8,2004,9.18,0.1,,,,,,23.5,7.2,7.9,
12-Aug-04,8,2004,8.69,0.1,,,,,,24,7,13.3,
16-Aug-04,8,2004,11,0.1,0.01,6.6,5.1,,,23.5,7.2,12.9,
17-Aug-04,8,2004,6.42,0.1,,,,,,23.5,6.8,13.2,
18-Aug-04,8,2004,9.19,0.1,,,,,,22.5,7.1,8.8,
22-Aug-04,8,2004,7.31,1.1,0,7.5,5.2,,,21.5,7,12.2,
23-Aug-04,8,2004,8.9,0.1,,,,,,23.5,7.2,11.7,
24-Aug-04,8,2004,6.35,1.1,,,,,,24.5,7.2,15.2,
1-Sep-04,9,2004,8.14,0.2,0.01,7.3,4.9,,,23.5,7,8,
2-Sep-04,9,2004,11.05,0.1,,,,,,22.5,7.2,5.5,
3-Sep-04,9,2004,11.19,0.1,,,,,,22.5,7.2,9.4,
7-Sep-04,9,2004,11.85,0.1,0.01,8.4,5.3,,,27.5,7.2,4.6,
8-Sep-04,9,2004,11.77,0.1,,,,,,27,8.1,8.9,
9-Sep-04,9,2004,11.94,0.1,,,,,,24.5,7.2,4.1,
13-Sep-04,9,2004,10.48,0.4,0.01,10.4,5.3,,,22.5,7.1,7.9,
14-Sep-04,9,2004,11.76,0.2,,,,,,22,7.2,8.5,
15-Sep-04,9,2004,6.59,0.1,,,,,,22.5,7,5.7,
19-Sep-04,9,2004,4.97,0.6,0.07,10.9,5.1,,5.4,20,7.2,8.6,
20-Sep-04,9,2004,8.74,0.4,,,,,,19.5,7.3,8.6,
21-Sep-04,9,2004,8.5,0.3,,,,,,22.5,7.3,7.3,
27-Sep-04,9,2004,9.52,0.2,0.01,15.4,5.2,,,20.5,7.1,7.2,
28-Sep-04,9,2004,7.37,0.2,,,,,,21,7.2,8.5,
29-Sep-04,9,2004,8.43,0.2,,,,,,20.5,7.1,6.1,
6-Oct-04,10,2004,11.38,0.3,0.04,16.7,5.9,,5.7,19.5,7.2,7.5,
7-Oct-04,10,2004,8.86,0.4,,,,,,20.5,7,5.4,
8-Oct-04,10,2004,8.94,0.2,,,,,,20,7.2,5.4,
12-Oct-04,10,2004,12,0.2,0.03,17.2,6.7,,,20,7.2,6.8,
13-Oct-04,10,2004,7.72,0.2,,,,,,19.5,7,4.9,
14-Oct-04,10,2004,10.33,0.3,,,,,,19,7.1,5.4,
18-Oct-04,10,2004,14.08,1,0.09,17.2,7.1,,,17.5,7.3,7.4,
19-Oct-04,10,2004,14,2.4,,,,,,16,7.3,7,
20-Oct-04,10,2004,14.2,3.3,,,,,,15,7.3,5.5,
24-Oct-04,10,2004,14.98,2.4,0.28,17.4,8.1,,,16.5,7.4,9.1,
25-Oct-04,10,2004,15.09,2.3,,,,,,18.5,7.3,7.5,
26-Oct-04,10,2004,13.72,3.3,,,,,,16,7.2,8.3,
2-Nov-04,11,2004,7.38,0.9,0.14,17.9,4.4,,4.7,16,6.6,6.2,
3-Nov-04,11,2004,13.96,0.9,,,,,,16,7.2,10,
4-Nov-04,11,2004,14.9,2.7,,,,,,14.5,7.1,8.9,
10-Nov-04,11,2004,3.84,3.8,0.17,10.4,3.8,,,,,9.3,
11-Nov-04,11,2004,13.75,1.3,,,,,,15,7.3,12.3,
12-Nov-04,11,2004,12.75,0.3,,,,,,15,7.3,9.8,
15-Nov-04,11,2004,13.81,0.1,0.01,11,2.6,,,16.5,7.4,19.1,
16-Nov-04,11,2004,13.86,0.5,,,,,,15.5,7.3,12,
17-Nov-04,11,2004,13.18,0.1,,,,,,15.5,7.4,13.2,
21-Nov-04,11,2004,13.78,0.1,0.01,8.3,2.9,,,13,7.4,12.3,
22-Nov-04,11,2004,11.48,0.5,,,,,,13.5,6.9,11.5,
23-Nov-04,11,2004,19.38,0.7,,,,,,12,7.3,14.6,
1-Dec-04,12,2004,13.84,1,0.12,8.7,4.1,,3.6,9.5,7.2,16.5,
2-Dec-04,12,2004,16.28,1.9,,,,,,9,7.2,14.8,
3-Dec-04,12,2004,20.18,1.9,,,,,,8.5,7.3,20,
7-Dec-04,12,2004,19.09,2.2,0.51,10.3,3.4,,,10.5,7.2,16.2,
8-Dec-04,12,2004,18.36,2.1,,,,,,12,7.3,13.6,
9-Dec-04,12,2004,17.65,1.8,,,,,,13,7.3,16.4,
13-Dec-04,12,2004,16.38,0.8,0.25,13.3,3.6,,,13,7.1,15.8,
14-Dec-04,12,2004,15.65,1.3,,,,,,13,7.2,14.4,
15-Dec-04,12,2004,15.29,1.3,,,,,,12.5,7.3,12.4,
20-Dec-04,12,2004,12.41,0.9,0.2,12.6,3.4,,,10.5,7.3,17,
21-Dec-04,12,2004,15.99,0.8,,,,,,8,7.3,13.3,
26-Dec-04,12,2004,15.19,1.9,0.24,13.7,3.5,,3.8,7.5,7.3,15.2,
27-Dec-04,12,2004,13.05,1.6,,,,,,8.5,7.3,12.9,
28-Dec-04,12,2004,11.35,1.9,,,,,,7.5,8.1,14.4,
5-Jan-05,1,2005,16.81,1.8,0.26,13.4,3.9,,3.3,7.5,7.1,10.5,
6-Jan-05,1,2005,9.89,1.9,,,,,,7.5,6.7,5.8,
7-Jan-05,1,2005,16.14,2.4,,,,,,7.5,7.1,10.1,
11-Jan-05,1,2005,16.82,3.4,0.35,14.2,5.4,,,9,7,9.3,
12-Jan-05,1,2005,16.02,4.1,,,,,,7.5,7.1,8,
13-Jan-05,1,2005,14.67,4.9,,,,,,8,7.1,8.6,
17-Jan-05,1,2005,16.05,6.9,0.38,14.5,8.4,,,8.5,7.3,7.8,
18-Jan-05,1,2005,9.88,5.4,,,,,,9.5,7.1,7,
19-Jan-05,1,2005,16.23,7.1,,,,,,9.5,7.1,8.3,
23-Jan-05,1,2005,16.18,8.4,0.26,11.9,9.6,,,11,7.1,11.8,
24-Jan-05,1,2005,16.99,5,,,,,,10.5,7.1,7.8,
25-Jan-05,1,2005,9.45,4.2,,,,,,11,7,8.3,
2-Feb-05,2,2005,9.41,2.2,0.09,15.4,4.4,,,13,6.8,5.8,
3-Feb-05,2,2005,15.14,2.3,,,,,,12,7.1,11.1,
4-Feb-05,2,2005,15.96,3.4,,,,,,12,7,13.9,
8-Feb-05,2,2005,14.82,2.3,0.19,16.3,4.9,,4.2,13,7.3,11.8,
9-Feb-05,2,2005,15.21,2.2,,,,,,13.5,7,11.4,
10-Feb-05,2,2005,5.91,2.2,,,,,,15,7.1,9,
13-Feb-05,2,2005,15.79,4,,,,,,12,7,9.5,
14-Feb-05,2,2005,15.69,4.4,0.18,14.9,5.2,,,12.5,7.1,11.1,
15-Feb-05,2,2005,10.07,4.5,,,,,,13.5,7.1,6.7,
21-Feb-05,2,2005,15.59,2.2,0.16,14.2,5.9,,,12.5,7.3,12.3,
22-Feb-05,2,2005,17.76,2.1,,,,,,13.5,7.4,11.5,
23-Feb-05,2,2005,17.06,2,,,,,,13,7.2,10.8,
2-Mar-05,3,2005,16.01,0.7,0.12,16.2,5.5,,3.1,14,7.3,12.5,
3-Mar-05,3,2005,18.59,0.8,,,,,,14,7.3,9.6,
4-Mar-05,3,2005,18.17,1.3,,,,,,14,7.1,13.7,
8-Mar-05,3,2005,18.08,0.3,0.04,14.9,5.4,,,15.5,7.2,13.1,
9-Mar-05,3,2005,14.59,0.3,,,,,,17.5,7.4,12.8,
10-Mar-05,3,2005,7.97,0.4,,,,,,16.5,7.3,10.6,
14-Mar-05,3,2005,16.08,0.3,0.05,13.8,4.8,,,15,7.4,12.3,
15-Mar-05,3,2005,4.88,0.3,,,,,,15,7.2,7.8,
16-Mar-05,3,2005,6.95,0.1,,,,,,14.5,7.4,8.6,
20-Mar-05,3,2005,17.3,0.5,0.02,11.7,5.3,,,13,7.5,12.9,
21-Mar-05,3,2005,15.38,0.2,,,,,,12,7.5,12.6,
22-Mar-05,3,2005,16,0.4,,,,,,12.5,7.6,11.3,
28-Mar-05,3,2005,16,0.5,0.01,11.9,5.1,,,12.5,7.2,11.7,
29-Mar-05,3,2005,12.94,0.5,,,,,,12,7.4,15,
30-Mar-05,3,2005,15.43,0.5,,,,,,12.5,7.5,11,
6-Apr-05,4,2005,11.44,0.1,0.01,8.4,4.4,,1.4,,,7.6,
7-Apr-05,4,2005,16.25,0.3,,,,,,15,7.6,8.5,
8-Apr-05,4,2005,7.53,0.4,,,,,,12.5,6.7,12.3,
12-Apr-05,4,2005,19.68,0.1,0.01,7.4,4.3,,,14,7.2,8.5,
